No.,Time,Source,Destination,Protocol,Length,IP Len,TCP Len,HTTP Data Len,Info,File Data,TCP Seq,TCP Next Seq
5120,3902.462991,172.28.150.236,172.28.150.15,TCP,60,44,0,,116  >  8080 [SYN] Seq=0 Win=2048 Len=0 MSS=1460,,0,
5124,3902.463454,172.28.150.236,172.28.150.15,TCP,60,40,0,,116  >  8080 [ACK] Seq=1 Ack=1 Win=2048 Len=0,,1,
5125,3902.472158,172.28.150.236,172.28.150.15,TCP,323,309,269,,[TCP segment of a reassembled PDU],,1,270
5126,3902.47654,172.28.150.236,172.28.150.15,TCP,135,121,81,,[TCP segment of a reassembled PDU],,270,351
5128,3902.480524,172.28.150.236,172.28.150.15,HTTP,101,87,47,128,POST /Cloud4Vend/WSGateway HTTP/1.1  (application/x-www-form-urlencoded),pTipAction=Ping&pCodApp=1234567890&pDeviceSerial=91619565&pDeviceType=CENG&pData=%7B%22Ping%22%3A%7B%22PartialSales%22%3A0%7D%7D,351,398
5134,3903.039781,172.28.150.236,172.28.150.15,TCP,60,40,0,,"116  >  8080 [RST, ACK] Seq=398 Ack=2 Win=0 Len=0",,398,
5198,3962.887835,172.28.150.236,172.28.150.15,TCP,60,44,0,,117  >  8080 [SYN] Seq=0 Win=2048 Len=0 MSS=1460,,0,
5202,3962.888361,172.28.150.236,172.28.150.15,TCP,60,40,0,,117  >  8080 [ACK] Seq=1 Ack=1 Win=2048 Len=0,,1,
5203,3962.897047,172.28.150.236,172.28.150.15,TCP,323,309,269,,[TCP segment of a reassembled PDU],,1,270
5204,3962.901313,172.28.150.236,172.28.150.15,TCP,135,121,81,,[TCP segment of a reassembled PDU],,270,351
5206,3962.904982,172.28.150.236,172.28.150.15,HTTP,101,87,47,128,POST /Cloud4Vend/WSGateway HTTP/1.1  (application/x-www-form-urlencoded),pTipAction=Ping&pCodApp=1234567890&pDeviceSerial=91619565&pDeviceType=CENG&pData=%7B%22Ping%22%3A%7B%22PartialSales%22%3A0%7D%7D,351,398
5211,3963.37097,172.28.150.236,172.28.150.15,TCP,60,40,0,,"117  >  8080 [RST, ACK] Seq=398 Ack=2 Win=0 Len=0",,398,
5269,4023.213379,172.28.150.236,172.28.150.15,TCP,60,44,0,,118  >  8080 [SYN] Seq=0 Win=2048 Len=0 MSS=1460,,0,
5273,4023.213835,172.28.150.236,172.28.150.15,TCP,60,40,0,,118  >  8080 [ACK] Seq=1 Ack=1 Win=2048 Len=0,,1,
5274,4023.222529,172.28.150.236,172.28.150.15,TCP,323,309,269,,[TCP segment of a reassembled PDU],,1,270
5275,4023.226814,172.28.150.236,172.28.150.15,TCP,135,121,81,,[TCP segment of a reassembled PDU],,270,351
5277,4023.23084,172.28.150.236,172.28.150.15,HTTP,101,87,47,128,POST /Cloud4Vend/WSGateway HTTP/1.1  (application/x-www-form-urlencoded),pTipAction=Ping&pCodApp=1234567890&pDeviceSerial=91619565&pDeviceType=CENG&pData=%7B%22Ping%22%3A%7B%22PartialSales%22%3A0%7D%7D,351,398
5281,4023.696222,172.28.150.236,172.28.150.15,TCP,60,40,0,,"118  >  8080 [RST, ACK] Seq=398 Ack=2 Win=0 Len=0",,398,
5345,4083.488535,172.28.150.236,172.28.150.15,TCP,60,44,0,,119  >  8080 [SYN] Seq=0 Win=2048 Len=0 MSS=1460,,0,
5347,4083.488795,172.28.150.236,172.28.150.15,TCP,60,40,0,,119  >  8080 [ACK] Seq=1 Ack=1 Win=2048 Len=0,,1,
5348,4083.497469,172.28.150.236,172.28.150.15,TCP,323,309,269,,[TCP segment of a reassembled PDU],,1,270
5349,4083.501783,172.28.150.236,172.28.150.15,TCP,135,121,81,,[TCP segment of a reassembled PDU],,270,351
5351,4083.505753,172.28.150.236,172.28.150.15,HTTP,101,87,47,128,POST /Cloud4Vend/WSGateway HTTP/1.1  (application/x-www-form-urlencoded),pTipAction=Ping&pCodApp=1234567890&pDeviceSerial=91619565&pDeviceType=CENG&pData=%7B%22Ping%22%3A%7B%22PartialSales%22%3A0%7D%7D,351,398
5356,4083.982998,172.28.150.236,172.28.150.15,TCP,60,40,0,,"119  >  8080 [RST, ACK] Seq=398 Ack=2 Win=0 Len=0",,398,
5416,4143.813503,172.28.150.236,172.28.150.15,TCP,60,44,0,,120  >  8080 [SYN] Seq=0 Win=2048 Len=0 MSS=1460,,0,
5420,4143.813958,172.28.150.236,172.28.150.15,TCP,60,40,0,,120  >  8080 [ACK] Seq=1 Ack=1 Win=2048 Len=0,,1,
5421,4143.82265,172.28.150.236,172.28.150.15,TCP,323,309,269,,[TCP segment of a reassembled PDU],,1,270
5422,4143.826967,172.28.150.236,172.28.150.15,TCP,135,121,81,,[TCP segment of a reassembled PDU],,270,351
5424,4143.83061,172.28.150.236,172.28.150.15,HTTP,101,87,47,128,POST /Cloud4Vend/WSGateway HTTP/1.1  (application/x-www-form-urlencoded),pTipAction=Ping&pCodApp=1234567890&pDeviceSerial=91619565&pDeviceType=CENG&pData=%7B%22Ping%22%3A%7B%22PartialSales%22%3A0%7D%7D,351,398
5429,4144.309186,172.28.150.236,172.28.150.15,TCP,60,40,0,,"120  >  8080 [RST, ACK] Seq=398 Ack=2 Win=0 Len=0",,398,
5497,4204.138859,172.28.150.236,172.28.150.15,TCP,60,44,0,,121  >  8080 [SYN] Seq=0 Win=2048 Len=0 MSS=1460,,0,
5499,4204.13911,172.28.150.236,172.28.150.15,TCP,60,40,0,,121  >  8080 [ACK] Seq=1 Ack=1 Win=2048 Len=0,,1,
5500,4204.147794,172.28.150.236,172.28.150.15,TCP,323,309,269,,[TCP segment of a reassembled PDU],,1,270
5501,4204.152114,172.28.150.236,172.28.150.15,TCP,135,121,81,,[TCP segment of a reassembled PDU],,270,351
5503,4204.156095,172.28.150.236,172.28.150.15,HTTP,101,87,47,128,POST /Cloud4Vend/WSGateway HTTP/1.1  (application/x-www-form-urlencoded),pTipAction=Ping&pCodApp=1234567890&pDeviceSerial=91619565&pDeviceType=CENG&pData=%7B%22Ping%22%3A%7B%22PartialSales%22%3A0%7D%7D,351,398
5508,4204.619765,172.28.150.236,172.28.150.15,TCP,60,40,0,,"121  >  8080 [RST, ACK] Seq=398 Ack=2 Win=0 Len=0",,398,
5529,4225.528378,172.28.150.236,172.28.150.15,TCP,60,44,0,,122  >  8080 [SYN] Seq=0 Win=2048 Len=0 MSS=1460,,0,
5531,4225.528617,172.28.150.236,172.28.150.15,TCP,60,40,0,,122  >  8080 [ACK] Seq=1 Ack=1 Win=2048 Len=0,,1,
5532,4225.537311,172.28.150.236,172.28.150.15,TCP,323,309,269,,[TCP segment of a reassembled PDU],,1,270
5533,4225.54167,172.28.150.236,172.28.150.15,TCP,139,125,85,,[TCP segment of a reassembled PDU],,270,355
5535,4225.547701,172.28.150.236,172.28.150.15,HTTP,192,178,138,223,POST /Cloud4Vend/WSGateway HTTP/1.1  (application/x-www-form-urlencoded),pTipAction=Counters&pCodApp=1234567890&pDeviceSerial=91619565&pDeviceType=CENG&pData=%7B%22Counter%22%3A%7B%22TubesValue%22%3A0%2C%22BoxValue%22%3A0%2C%22BillValue%22%3A0%2C%22BillCont%22%3A0%2C%22Counters%22%3A%5B%5D%7D%7D,355,493
5540,4226.047615,172.28.150.236,172.28.150.15,TCP,60,40,0,,"122  >  8080 [RST, ACK] Seq=493 Ack=2 Win=0 Len=0",,493,
5578,4264.403832,172.28.150.236,172.28.150.15,TCP,60,44,0,,123  >  8080 [SYN] Seq=0 Win=2048 Len=0 MSS=1460,,0,
5580,4264.404116,172.28.150.236,172.28.150.15,TCP,60,40,0,,123  >  8080 [ACK] Seq=1 Ack=1 Win=2048 Len=0,,1,
5581,4264.412859,172.28.150.236,172.28.150.15,TCP,323,309,269,,[TCP segment of a reassembled PDU],,1,270
5582,4264.417153,172.28.150.236,172.28.150.15,TCP,135,121,81,,[TCP segment of a reassembled PDU],,270,351
5584,4264.420792,172.28.150.236,172.28.150.15,HTTP,101,87,47,128,POST /Cloud4Vend/WSGateway HTTP/1.1  (application/x-www-form-urlencoded),pTipAction=Ping&pCodApp=1234567890&pDeviceSerial=91619565&pDeviceType=CENG&pData=%7B%22Ping%22%3A%7B%22PartialSales%22%3A0%7D%7D,351,398
5588,4264.914387,172.28.150.236,172.28.150.15,TCP,60,40,0,,"123  >  8080 [RST, ACK] Seq=398 Ack=2 Win=0 Len=0",,398,
5652,4324.729292,172.28.150.236,172.28.150.15,TCP,60,44,0,,124  >  8080 [SYN] Seq=0 Win=2048 Len=0 MSS=1460,,0,
5656,4324.729715,172.28.150.236,172.28.150.15,TCP,60,40,0,,124  >  8080 [ACK] Seq=1 Ack=1 Win=2048 Len=0,,1,
5657,4324.738344,172.28.150.236,172.28.150.15,TCP,323,309,269,,[TCP segment of a reassembled PDU],,1,270
5658,4324.742607,172.28.150.236,172.28.150.15,TCP,135,121,81,,[TCP segment of a reassembled PDU],,270,351
5660,4324.746574,172.28.150.236,172.28.150.15,HTTP,101,87,47,128,POST /Cloud4Vend/WSGateway HTTP/1.1  (application/x-www-form-urlencoded),pTipAction=Ping&pCodApp=1234567890&pDeviceSerial=91619565&pDeviceType=CENG&pData=%7B%22Ping%22%3A%7B%22PartialSales%22%3A0%7D%7D,351,398
5665,4325.249771,172.28.150.236,172.28.150.15,TCP,60,40,0,,"124  >  8080 [RST, ACK] Seq=398 Ack=2 Win=0 Len=0",,398,
5722,4385.054174,172.28.150.236,172.28.150.15,TCP,60,44,0,,125  >  8080 [SYN] Seq=0 Win=2048 Len=0 MSS=1460,,0,
5724,4385.05443,172.28.150.236,172.28.150.15,TCP,60,40,0,,125  >  8080 [ACK] Seq=1 Ack=1 Win=2048 Len=0,,1,
5725,4385.063133,172.28.150.236,172.28.150.15,TCP,323,309,269,,[TCP segment of a reassembled PDU],,1,270
5726,4385.067434,172.28.150.236,172.28.150.15,TCP,135,121,81,,[TCP segment of a reassembled PDU],,270,351
5728,4385.071078,172.28.150.236,172.28.150.15,HTTP,101,87,47,128,POST /Cloud4Vend/WSGateway HTTP/1.1  (application/x-www-form-urlencoded),pTipAction=Ping&pCodApp=1234567890&pDeviceSerial=91619565&pDeviceType=CENG&pData=%7B%22Ping%22%3A%7B%22PartialSales%22%3A0%7D%7D,351,398
5734,4385.608686,172.28.150.236,172.28.150.15,TCP,60,40,0,,"125  >  8080 [RST, ACK] Seq=398 Ack=2 Win=0 Len=0",,398,
5798,4445.379654,172.28.150.236,172.28.150.15,TCP,60,44,0,,126  >  8080 [SYN] Seq=0 Win=2048 Len=0 MSS=1460,,0,
5802,4445.380101,172.28.150.236,172.28.150.15,TCP,60,40,0,,126  >  8080 [ACK] Seq=1 Ack=1 Win=2048 Len=0,,1,
5803,4445.388961,172.28.150.236,172.28.150.15,TCP,323,309,269,,[TCP segment of a reassembled PDU],,1,270
5804,4445.393282,172.28.150.236,172.28.150.15,TCP,135,121,81,,[TCP segment of a reassembled PDU],,270,351
5806,4445.397195,172.28.150.236,172.28.150.15,HTTP,101,87,47,128,POST /Cloud4Vend/WSGateway HTTP/1.1  (application/x-www-form-urlencoded),pTipAction=Ping&pCodApp=1234567890&pDeviceSerial=91619565&pDeviceType=CENG&pData=%7B%22Ping%22%3A%7B%22PartialSales%22%3A0%7D%7D,351,398
5812,4445.939197,172.28.150.236,172.28.150.15,TCP,60,40,0,,"126  >  8080 [RST, ACK] Seq=398 Ack=2 Win=0 Len=0",,398,
5872,4505.704599,172.28.150.236,172.28.150.15,TCP,60,44,0,,127  >  8080 [SYN] Seq=0 Win=2048 Len=0 MSS=1460,,0,
5876,4505.705022,172.28.150.236,172.28.150.15,TCP,60,40,0,,127  >  8080 [ACK] Seq=1 Ack=1 Win=2048 Len=0,,1,
5877,4505.713778,172.28.150.236,172.28.150.15,TCP,323,309,269,,[TCP segment of a reassembled PDU],,1,270
5878,4505.718107,172.28.150.236,172.28.150.15,TCP,135,121,81,,[TCP segment of a reassembled PDU],,270,351
5880,4505.721785,172.28.150.236,172.28.150.15,HTTP,101,87,47,128,POST /Cloud4Vend/WSGateway HTTP/1.1  (application/x-www-form-urlencoded),pTipAction=Ping&pCodApp=1234567890&pDeviceSerial=91619565&pDeviceType=CENG&pData=%7B%22Ping%22%3A%7B%22PartialSales%22%3A0%7D%7D,351,398
5885,4506.219027,172.28.150.236,172.28.150.15,TCP,60,40,0,,"127  >  8080 [RST, ACK] Seq=398 Ack=2 Win=0 Len=0",,398,
5949,4566.030159,172.28.150.236,172.28.150.15,TCP,60,44,0,,128  >  8080 [SYN] Seq=0 Win=2048 Len=0 MSS=1460,,0,
5951,4566.030419,172.28.150.236,172.28.150.15,TCP,60,40,0,,128  >  8080 [ACK] Seq=1 Ack=1 Win=2048 Len=0,,1,
5952,4566.039151,172.28.150.236,172.28.150.15,TCP,323,309,269,,[TCP segment of a reassembled PDU],,1,270
5953,4566.043533,172.28.150.236,172.28.150.15,TCP,135,121,81,,[TCP segment of a reassembled PDU],,270,351
5955,4566.047567,172.28.150.236,172.28.150.15,HTTP,101,87,47,128,POST /Cloud4Vend/WSGateway HTTP/1.1  (application/x-www-form-urlencoded),pTipAction=Ping&pCodApp=1234567890&pDeviceSerial=91619565&pDeviceType=CENG&pData=%7B%22Ping%22%3A%7B%22PartialSales%22%3A0%7D%7D,351,398
5959,4566.481818,172.28.150.236,172.28.150.15,TCP,60,40,0,,"128  >  8080 [RST, ACK] Seq=398 Ack=2 Win=0 Len=0",,398,
6023,4626.255049,172.28.150.236,172.28.150.15,TCP,60,44,0,,129  >  8080 [SYN] Seq=0 Win=2048 Len=0 MSS=1460,,0,
6027,4626.255537,172.28.150.236,172.28.150.15,TCP,60,40,0,,129  >  8080 [ACK] Seq=1 Ack=1 Win=2048 Len=0,,1,
6028,4626.264318,172.28.150.236,172.28.150.15,TCP,323,309,269,,[TCP segment of a reassembled PDU],,1,270
6029,4626.268638,172.28.150.236,172.28.150.15,TCP,135,121,81,,[TCP segment of a reassembled PDU],,270,351
6031,4626.272291,172.28.150.236,172.28.150.15,HTTP,101,87,47,128,POST /Cloud4Vend/WSGateway HTTP/1.1  (application/x-www-form-urlencoded),pTipAction=Ping&pCodApp=1234567890&pDeviceSerial=91619565&pDeviceType=CENG&pData=%7B%22Ping%22%3A%7B%22PartialSales%22%3A0%7D%7D,351,398
6036,4626.790048,172.28.150.236,172.28.150.15,TCP,60,40,0,,"129  >  8080 [RST, ACK] Seq=398 Ack=2 Win=0 Len=0",,398,
6102,4686.630274,172.28.150.236,172.28.150.15,TCP,60,44,0,,130  >  8080 [SYN] Seq=0 Win=2048 Len=0 MSS=1460,,0,
6104,4686.630517,172.28.150.236,172.28.150.15,TCP,60,40,0,,130  >  8080 [ACK] Seq=1 Ack=1 Win=2048 Len=0,,1,
6105,4686.639284,172.28.150.236,172.28.150.15,TCP,323,309,269,,[TCP segment of a reassembled PDU],,1,270
6106,4686.643663,172.28.150.236,172.28.150.15,TCP,135,121,81,,[TCP segment of a reassembled PDU],,270,351
6108,4686.647337,172.28.150.236,172.28.150.15,HTTP,101,87,47,128,POST /Cloud4Vend/WSGateway HTTP/1.1  (application/x-www-form-urlencoded),pTipAction=Ping&pCodApp=1234567890&pDeviceSerial=91619565&pDeviceType=CENG&pData=%7B%22Ping%22%3A%7B%22PartialSales%22%3A0%7D%7D,351,398
6113,4687.13184,172.28.150.236,172.28.150.15,TCP,60,40,0,,"130  >  8080 [RST, ACK] Seq=398 Ack=2 Win=0 Len=0",,398,
6171,4746.955718,172.28.150.236,172.28.150.15,TCP,60,44,0,,131  >  8080 [SYN] Seq=0 Win=2048 Len=0 MSS=1460,,0,
6175,4746.956196,172.28.150.236,172.28.150.15,TCP,60,40,0,,131  >  8080 [ACK] Seq=1 Ack=1 Win=2048 Len=0,,1,
6176,4746.964929,172.28.150.236,172.28.150.15,TCP,323,309,269,,[TCP segment of a reassembled PDU],,1,270
6177,4746.969189,172.28.150.236,172.28.150.15,TCP,135,121,81,,[TCP segment of a reassembled PDU],,270,351
6179,4746.973103,172.28.150.236,172.28.150.15,HTTP,101,87,47,128,POST /Cloud4Vend/WSGateway HTTP/1.1  (application/x-www-form-urlencoded),pTipAction=Ping&pCodApp=1234567890&pDeviceSerial=91619565&pDeviceType=CENG&pData=%7B%22Ping%22%3A%7B%22PartialSales%22%3A0%7D%7D,351,398
6183,4747.465466,172.28.150.236,172.28.150.15,TCP,60,40,0,,"131  >  8080 [RST, ACK] Seq=398 Ack=2 Win=0 Len=0",,398,
6197,4759.104683,172.28.150.236,172.28.150.15,TCP,60,44,0,,132  >  8080 [SYN] Seq=0 Win=2048 Len=0 MSS=1460,,0,
6199,4759.104938,172.28.150.236,172.28.150.15,TCP,60,40,0,,132  >  8080 [ACK] Seq=1 Ack=1 Win=2048 Len=0,,1,
6200,4759.113737,172.28.150.236,172.28.150.15,TCP,324,310,270,,[TCP segment of a reassembled PDU],,1,271
6201,4759.117994,172.28.150.236,172.28.150.15,TCP,136,122,82,,[TCP segment of a reassembled PDU],,271,353
6203,4759.141894,172.28.150.236,172.28.150.15,TCP,902,888,848,,[TCP segment of a reassembled PDU],,353,1201
6204,4759.164921,172.28.150.236,172.28.150.15,TCP,884,870,830,,[TCP segment of a reassembled PDU],,1201,2031
6206,4759.18782,172.28.150.236,172.28.150.15,TCP,876,862,822,,[TCP segment of a reassembled PDU],,2031,2853
6207,4759.210672,172.28.150.236,172.28.150.15,TCP,870,856,816,,[TCP segment of a reassembled PDU],,2853,3669
6209,4759.233625,172.28.150.236,172.28.150.15,TCP,874,860,820,,[TCP segment of a reassembled PDU],,3669,4489
6210,4759.256395,172.28.150.236,172.28.150.15,TCP,870,856,816,,[TCP segment of a reassembled PDU],,4489,5305
6212,4759.279549,172.28.150.236,172.28.150.15,TCP,884,870,830,,[TCP segment of a reassembled PDU],,5305,6135
6213,4759.30237,172.28.150.236,172.28.150.15,TCP,870,856,816,,[TCP segment of a reassembled PDU],,6135,6951
6215,4759.325222,172.28.150.236,172.28.150.15,TCP,868,854,814,,[TCP segment of a reassembled PDU],,6951,7765
6216,4759.347895,172.28.150.236,172.28.150.15,TCP,870,856,816,,[TCP segment of a reassembled PDU],,7765,8581
6218,4759.3707,172.28.150.236,172.28.150.15,TCP,870,856,816,,[TCP segment of a reassembled PDU],,8581,9397
6219,4759.376789,172.28.150.236,172.28.150.15,HTTP,195,181,141,9267,POST /Cloud4Vend/WSGateway HTTP/1.1  (application/x-www-form-urlencoded),pTipAction=Audit&pCodApp=1234567890&pDeviceSerial=91619565&pDeviceType=CENG&pData=%7B%22Audit%22%3A%7B%22Port%22%3A4%2C%22ListNumber%22%3A1%2C%22EVADTS%22%3A%22DXS%2ACOG0000000%2AVA%2AV0%2F6%2A1%5Cr%5CnST%2A001%2A0001%5Cr%5CnID1%2ACOG91619565%2A92%2A225%2,9397,9538
6224,4759.802759,172.28.150.236,172.28.150.15,TCP,60,40,0,,"132  >  8080 [RST, ACK] Seq=9538 Ack=2 Win=0 Len=0",,9538,
6277,4807.250908,172.28.150.236,172.28.150.15,TCP,60,44,0,,133  >  8080 [SYN] Seq=0 Win=2048 Len=0 MSS=1460,,0,
6279,4807.251157,172.28.150.236,172.28.150.15,TCP,60,40,0,,133  >  8080 [ACK] Seq=1 Ack=1 Win=2048 Len=0,,1,
6280,4807.259784,172.28.150.236,172.28.150.15,TCP,323,309,269,,[TCP segment of a reassembled PDU],,1,270
6281,4807.264092,172.28.150.236,172.28.150.15,TCP,135,121,81,,[TCP segment of a reassembled PDU],,270,351
6283,4807.268033,172.28.150.236,172.28.150.15,HTTP,101,87,47,128,POST /Cloud4Vend/WSGateway HTTP/1.1  (application/x-www-form-urlencoded),pTipAction=Ping&pCodApp=1234567890&pDeviceSerial=91619565&pDeviceType=CENG&pData=%7B%22Ping%22%3A%7B%22PartialSales%22%3A0%7D%7D,351,398
6287,4807.711514,172.28.150.236,172.28.150.15,TCP,60,40,0,,"133  >  8080 [RST, ACK] Seq=398 Ack=2 Win=0 Len=0",,398,
6307,4825.540702,172.28.150.236,172.28.150.15,TCP,60,44,0,,134  >  8080 [SYN] Seq=0 Win=2048 Len=0 MSS=1460,,0,
6309,4825.540943,172.28.150.236,172.28.150.15,TCP,60,40,0,,134  >  8080 [ACK] Seq=1 Ack=1 Win=2048 Len=0,,1,
6310,4825.549665,172.28.150.236,172.28.150.15,TCP,323,309,269,,[TCP segment of a reassembled PDU],,1,270
6311,4825.554012,172.28.150.236,172.28.150.15,TCP,139,125,85,,[TCP segment of a reassembled PDU],,270,355
6313,4825.560034,172.28.150.236,172.28.150.15,HTTP,192,178,138,223,POST /Cloud4Vend/WSGateway HTTP/1.1  (application/x-www-form-urlencoded),pTipAction=Counters&pCodApp=1234567890&pDeviceSerial=91619565&pDeviceType=CENG&pData=%7B%22Counter%22%3A%7B%22TubesValue%22%3A0%2C%22BoxValue%22%3A0%2C%22BillValue%22%3A0%2C%22BillCont%22%3A0%2C%22Counters%22%3A%5B%5D%7D%7D,355,493
6319,4826.088011,172.28.150.236,172.28.150.15,TCP,60,40,0,,"134  >  8080 [RST, ACK] Seq=493 Ack=2 Win=0 Len=0",,493,
6359,4867.515858,172.28.150.236,172.28.150.15,TCP,60,44,0,,135  >  8080 [SYN] Seq=0 Win=2048 Len=0 MSS=1460,,0,
6361,4867.516119,172.28.150.236,172.28.150.15,TCP,60,40,0,,135  >  8080 [ACK] Seq=1 Ack=1 Win=2048 Len=0,,1,
6362,4867.524898,172.28.150.236,172.28.150.15,TCP,323,309,269,,[TCP segment of a reassembled PDU],,1,270
6363,4867.529241,172.28.150.236,172.28.150.15,TCP,135,121,81,,[TCP segment of a reassembled PDU],,270,351
6365,4867.532895,172.28.150.236,172.28.150.15,HTTP,101,87,47,128,POST /Cloud4Vend/WSGateway HTTP/1.1  (application/x-www-form-urlencoded),pTipAction=Ping&pCodApp=1234567890&pDeviceSerial=91619565&pDeviceType=CENG&pData=%7B%22Ping%22%3A%7B%22PartialSales%22%3A0%7D%7D,351,398
6369,4868.030124,172.28.150.236,172.28.150.15,TCP,60,40,0,,"135  >  8080 [RST, ACK] Seq=398 Ack=2 Win=0 Len=0",,398,
6434,4927.84134,172.28.150.236,172.28.150.15,TCP,60,44,0,,136  >  8080 [SYN] Seq=0 Win=2048 Len=0 MSS=1460,,0,
6438,4927.841826,172.28.150.236,172.28.150.15,TCP,60,40,0,,136  >  8080 [ACK] Seq=1 Ack=1 Win=2048 Len=0,,1,
6439,4927.850542,172.28.150.236,172.28.150.15,TCP,323,309,269,,[TCP segment of a reassembled PDU],,1,270
6440,4927.854817,172.28.150.236,172.28.150.15,TCP,135,121,81,,[TCP segment of a reassembled PDU],,270,351
6442,4927.858783,172.28.150.236,172.28.150.15,HTTP,101,87,47,128,POST /Cloud4Vend/WSGateway HTTP/1.1  (application/x-www-form-urlencoded),pTipAction=Ping&pCodApp=1234567890&pDeviceSerial=91619565&pDeviceType=CENG&pData=%7B%22Ping%22%3A%7B%22PartialSales%22%3A0%7D%7D,351,398
6447,4928.38821,172.28.150.236,172.28.150.15,TCP,60,40,0,,"136  >  8080 [RST, ACK] Seq=398 Ack=2 Win=0 Len=0",,398,
6489,4970.937406,172.28.150.236,172.28.150.15,TCP,60,44,0,,137  >  8080 [SYN] Seq=0 Win=2048 Len=0 MSS=1460,,0,
6491,4970.937663,172.28.150.236,172.28.150.15,TCP,60,40,0,,137  >  8080 [ACK] Seq=1 Ack=1 Win=2048 Len=0,,1,
6492,4970.946489,172.28.150.236,172.28.150.15,TCP,324,310,270,,[TCP segment of a reassembled PDU],,1,271
6493,4970.950897,172.28.150.236,172.28.150.15,TCP,136,122,82,,[TCP segment of a reassembled PDU],,271,353
6495,4970.974874,172.28.150.236,172.28.150.15,TCP,902,888,848,,[TCP segment of a reassembled PDU],,353,1201
6496,4970.998026,172.28.150.236,172.28.150.15,TCP,884,870,830,,[TCP segment of a reassembled PDU],,1201,2031
6498,4971.020983,172.28.150.236,172.28.150.15,TCP,876,862,822,,[TCP segment of a reassembled PDU],,2031,2853
6499,4971.043751,172.28.150.236,172.28.150.15,TCP,870,856,816,,[TCP segment of a reassembled PDU],,2853,3669
6501,4971.066584,172.28.150.236,172.28.150.15,TCP,874,860,820,,[TCP segment of a reassembled PDU],,3669,4489
6502,4971.08946,172.28.150.236,172.28.150.15,TCP,870,856,816,,[TCP segment of a reassembled PDU],,4489,5305
6504,4971.112468,172.28.150.236,172.28.150.15,TCP,884,870,830,,[TCP segment of a reassembled PDU],,5305,6135
6505,4971.13548,172.28.150.236,172.28.150.15,TCP,870,856,816,,[TCP segment of a reassembled PDU],,6135,6951
6507,4971.158168,172.28.150.236,172.28.150.15,TCP,868,854,814,,[TCP segment of a reassembled PDU],,6951,7765
6508,4971.180898,172.28.150.236,172.28.150.15,TCP,870,856,816,,[TCP segment of a reassembled PDU],,7765,8581
6510,4971.203742,172.28.150.236,172.28.150.15,TCP,870,856,816,,[TCP segment of a reassembled PDU],,8581,9397
6511,4971.209749,172.28.150.236,172.28.150.15,HTTP,195,181,141,9267,POST /Cloud4Vend/WSGateway HTTP/1.1  (application/x-www-form-urlencoded),pTipAction=Audit&pCodApp=1234567890&pDeviceSerial=91619565&pDeviceType=CENG&pData=%7B%22Audit%22%3A%7B%22Port%22%3A4%2C%22ListNumber%22%3A1%2C%22EVADTS%22%3A%22DXS%2ACOG0000000%2AVA%2AV0%2F6%2A1%5Cr%5CnST%2A001%2A0001%5Cr%5CnID1%2ACOG91619565%2A92%2A225%2,9397,9538
6517,4971.658501,172.28.150.236,172.28.150.15,TCP,60,40,0,,"137  >  8080 [RST, ACK] Seq=9538 Ack=2 Win=0 Len=0",,9538,
6535,4988.146342,172.28.150.236,172.28.150.15,TCP,60,44,0,,138  >  8080 [SYN] Seq=0 Win=2048 Len=0 MSS=1460,,0,
6537,4988.146603,172.28.150.236,172.28.150.15,TCP,60,40,0,,138  >  8080 [ACK] Seq=1 Ack=1 Win=2048 Len=0,,1,
6538,4988.155351,172.28.150.236,172.28.150.15,TCP,323,309,269,,[TCP segment of a reassembled PDU],,1,270
6539,4988.159568,172.28.150.236,172.28.150.15,TCP,135,121,81,,[TCP segment of a reassembled PDU],,270,351
6541,4988.163281,172.28.150.236,172.28.150.15,HTTP,101,87,47,128,POST /Cloud4Vend/WSGateway HTTP/1.1  (application/x-www-form-urlencoded),pTipAction=Ping&pCodApp=1234567890&pDeviceSerial=91619565&pDeviceType=CENG&pData=%7B%22Ping%22%3A%7B%22PartialSales%22%3A0%7D%7D,351,398
6545,4988.642445,172.28.150.236,172.28.150.15,TCP,60,40,0,,"138  >  8080 [RST, ACK] Seq=398 Ack=2 Win=0 Len=0",,398,
6615,5048.471852,172.28.150.236,172.28.150.15,TCP,60,44,0,,139  >  8080 [SYN] Seq=0 Win=2048 Len=0 MSS=1460,,0,
6619,5048.472356,172.28.150.236,172.28.150.15,TCP,60,40,0,,139  >  8080 [ACK] Seq=1 Ack=1 Win=2048 Len=0,,1,
6620,5048.481014,172.28.150.236,172.28.150.15,TCP,323,309,269,,[TCP segment of a reassembled PDU],,1,270
6621,5048.485335,172.28.150.236,172.28.150.15,TCP,135,121,81,,[TCP segment of a reassembled PDU],,270,351
6623,5048.489327,172.28.150.236,172.28.150.15,HTTP,101,87,47,128,POST /Cloud4Vend/WSGateway HTTP/1.1  (application/x-www-form-urlencoded),pTipAction=Ping&pCodApp=1234567890&pDeviceSerial=91619565&pDeviceType=CENG&pData=%7B%22Ping%22%3A%7B%22PartialSales%22%3A0%7D%7D,351,398
6628,5049.01432,172.28.150.236,172.28.150.15,TCP,60,40,0,,"139  >  8080 [RST, ACK] Seq=398 Ack=2 Win=0 Len=0",,398,
